human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
NEUTRAL,0.032509,0.039808,0.927683,-0.007299,0.072317,0,NEUTRAL,0.092149,0.036243,0.871607,0.055906,0.128393,0
NEUTRAL,0.064855,0.033045,0.902101,0.03181,0.097899,0,NEUTRAL,0.052173,0.032558,0.91527,0.019615,0.08473,0
NEUTRAL,0.013344,0.012526,0.97413,0.000817,0.02587,0,NEUTRAL,0.048016,0.031828,0.920155,0.016188,0.079845,0
NEUTRAL,0.011507,0.046412,0.942081,-0.034905,0.057919,0,NEUTRAL,0.051631,0.043429,0.90494,0.008202,0.09506,0
NEUTRAL,0.020997,0.352932,0.62607,-0.331935,0.37393,0,NEUTRAL,0.080018,0.027601,0.892381,0.052418,0.107619,0
NEUTRAL,0.283035,0.01682,0.700145,0.266215,0.299855,0,NEUTRAL,0.057697,0.046897,0.895407,0.0108,0.104593,0
NEUTRAL,0.016406,0.03459,0.949003,-0.018184,0.050997,0,NEUTRAL,0.033904,0.037165,0.928931,-0.00326,0.071069,0
NEUTRAL,0.023622,0.018674,0.957705,0.004948,0.042295,0,NEUTRAL,0.053899,0.028324,0.917778,0.025575,0.082222,0
NEGATIVE,0.003797,0.717036,0.279167,-0.713238,0.720833,1,NEUTRAL,0.122529,0.015529,0.861942,0.107,0.138058,0
NEGATIVE,0.003604,0.884589,0.111807,-0.880985,0.888193,1,NEUTRAL,0.040129,0.039244,0.920627,0.000885,0.079373,0
NEUTRAL,0.013624,0.115962,0.870415,-0.102338,0.129585,0,NEUTRAL,0.057451,0.016341,0.926209,0.04111,0.073791,0
NEGATIVE,0.039989,0.518585,0.441426,-0.478596,0.558574,1,NEUTRAL,0.024719,0.032593,0.942688,-0.007874,0.057312,0
NEUTRAL,0.022614,0.015847,0.961539,0.006766,0.038461,0,NEUTRAL,0.095472,0.035721,0.868807,0.059752,0.131193,0
NEUTRAL,0.015542,0.02037,0.964088,-0.004828,0.035912,0,NEUTRAL,0.088839,0.019819,0.891343,0.06902,0.108657,0
NEUTRAL,0.008591,0.063336,0.928074,-0.054745,0.071926,0,NEUTRAL,0.051192,0.027528,0.921281,0.023664,0.078719,0
NEUTRAL,0.1421,0.108384,0.749516,0.033716,0.250484,0,NEUTRAL,0.11751,0.019372,0.863118,0.098138,0.136882,0
NEUTRAL,0.014624,0.018917,0.966459,-0.004292,0.033541,0,NEUTRAL,0.066974,0.020089,0.912937,0.046885,0.087063,0
NEUTRAL,0.026507,0.026509,0.946984,-2e-06,0.053016,0,NEUTRAL,0.069418,0.058831,0.871751,0.010586,0.128249,0
NEGATIVE,0.026166,0.878267,0.095567,-0.852101,0.904433,1,NEUTRAL,0.0416,0.04203,0.916369,-0.00043,0.083631,0
NEUTRAL,0.029014,0.061772,0.909214,-0.032759,0.090786,0,NEUTRAL,0.045309,0.031574,0.923117,0.013735,0.076883,0
NEUTRAL,0.020217,0.129065,0.850718,-0.108848,0.149282,0,NEUTRAL,0.030256,0.034442,0.935302,-0.004186,0.064698,0
NEUTRAL,0.003717,0.02431,0.971973,-0.020593,0.028027,0,NEUTRAL,0.04308,0.046906,0.910014,-0.003827,0.089986,0
NEGATIVE,0.003607,0.786906,0.209487,-0.783299,0.790513,1,NEGATIVE,0.003547,0.917047,0.079406,-0.913501,0.920594,1
NEUTRAL,0.015176,0.088006,0.896818,-0.07283,0.103182,0,NEGATIVE,0.005302,0.887929,0.106769,-0.882627,0.893231,1
NEUTRAL,0.003063,0.103315,0.893622,-0.100252,0.106378,0,NEGATIVE,0.002362,0.944644,0.052994,-0.942282,0.947006,1
NEUTRAL,0.022794,0.071623,0.905583,-0.048829,0.094417,0,NEGATIVE,0.002354,0.86955,0.128096,-0.867197,0.871904,1
NEUTRAL,0.042039,0.086593,0.871368,-0.044555,0.128632,0,NEGATIVE,0.003586,0.928664,0.06775,-0.925077,0.93225,1
NEGATIVE,0.007365,0.965575,0.027061,-0.95821,0.972939,1,NEUTRAL,0.023241,0.013313,0.963446,0.009928,0.036554,0
NEUTRAL,0.026925,0.021754,0.951321,0.00517,0.048679,0,NEUTRAL,0.025721,0.006929,0.967351,0.018792,0.032649,0
NEUTRAL,0.033882,0.01541,0.950708,0.018472,0.049292,0,NEUTRAL,0.026491,0.010855,0.962654,0.015637,0.037346,0
NEUTRAL,0.035807,0.031885,0.932308,0.003922,0.067692,0,NEUTRAL,0.052804,0.13485,0.812346,-0.082046,0.187654,0
NEUTRAL,0.036525,0.026298,0.937177,0.010227,0.062823,0,NEUTRAL,0.050097,0.060553,0.889351,-0.010456,0.110649,0
NEUTRAL,0.212021,0.088584,0.699395,0.123436,0.300605,0,NEUTRAL,0.035965,0.186575,0.77746,-0.150609,0.22254,0
NEUTRAL,0.012761,0.046203,0.941036,-0.033442,0.058964,0,NEUTRAL,0.047477,0.108135,0.844388,-0.060658,0.155612,0
NEUTRAL,0.014281,0.08579,0.899929,-0.071508,0.100071,0,NEUTRAL,0.016522,0.220762,0.762717,-0.20424,0.237283,0
NEUTRAL,0.011428,0.023897,0.964674,-0.012469,0.035326,0,NEUTRAL,0.061098,0.135475,0.803427,-0.074377,0.196573,0
NEUTRAL,0.016717,0.047384,0.935899,-0.030667,0.064101,0,NEUTRAL,0.02827,0.196132,0.775598,-0.167862,0.224402,0
NEUTRAL,0.046018,0.094884,0.859097,-0.048866,0.140903,0,NEUTRAL,0.035785,0.140783,0.823432,-0.104998,0.176568,0
NEGATIVE,0.025936,0.643583,0.330481,-0.617647,0.669519,1,NEUTRAL,0.098308,0.050141,0.85155,0.048167,0.14845,0
NEUTRAL,0.071314,0.042265,0.886422,0.029049,0.113578,0,NEUTRAL,0.058528,0.109907,0.831565,-0.05138,0.168435,0
NEUTRAL,0.144967,0.25365,0.601383,-0.108682,0.398617,0,NEUTRAL,0.0375,0.094924,0.867576,-0.057424,0.132424,0
NEUTRAL,0.017708,0.061776,0.920516,-0.044068,0.079484,0,NEUTRAL,0.044747,0.082471,0.872781,-0.037724,0.127219,0
NEGATIVE,0.006967,0.787753,0.20528,-0.780786,0.79472,1,NEUTRAL,0.056073,0.133059,0.810868,-0.076986,0.189132,0
NEUTRAL,0.175027,0.336322,0.488651,-0.161295,0.511349,0,NEUTRAL,0.052464,0.168436,0.7791,-0.115972,0.2209,0
NEUTRAL,0.066258,0.231575,0.702167,-0.165317,0.297833,0,NEUTRAL,0.059586,0.102589,0.837825,-0.043004,0.162175,0
NEUTRAL,0.066258,0.231575,0.702167,-0.165317,0.297833,0,NEUTRAL,0.070684,0.056759,0.872556,0.013925,0.127444,0
NEGATIVE,0.008517,0.813335,0.178148,-0.804818,0.821852,1,NEUTRAL,0.067438,0.064918,0.867644,0.002521,0.132356,0
NEUTRAL,0.004978,0.005712,0.98931,-0.000733,0.01069,0,NEUTRAL,0.024679,0.025181,0.95014,-0.000502,0.04986,0
NEUTRAL,0.027891,0.020499,0.951609,0.007392,0.048391,0,NEUTRAL,0.024223,0.043906,0.93187,-0.019683,0.06813,0
NEUTRAL,0.020073,0.030295,0.949632,-0.010222,0.050368,0,NEUTRAL,0.073759,0.028231,0.89801,0.045527,0.10199,0
NEUTRAL,0.028163,0.025865,0.945972,0.002298,0.054028,0,NEUTRAL,0.039734,0.022205,0.93806,0.017529,0.06194,0
NEUTRAL,0.02393,0.116856,0.859215,-0.092926,0.140785,0,NEUTRAL,0.013726,0.158317,0.827958,-0.144591,0.172042,0
NEUTRAL,0.123256,0.124678,0.752066,-0.001423,0.247934,0,NEUTRAL,0.014031,0.477794,0.508175,-0.463762,0.491825,0
NEUTRAL,0.032871,0.37274,0.594388,-0.339869,0.405612,0,NEUTRAL,0.034206,0.263767,0.702026,-0.229561,0.297974,0
NEUTRAL,0.065872,0.032525,0.901603,0.033347,0.098397,0,NEUTRAL,0.042952,0.104969,0.852079,-0.062017,0.147921,0
NEUTRAL,0.03096,0.158216,0.810825,-0.127256,0.189175,0,NEUTRAL,0.025185,0.116519,0.858296,-0.091335,0.141704,0
NEUTRAL,0.032956,0.093639,0.873405,-0.060683,0.126595,0,NEUTRAL,0.031364,0.155857,0.812779,-0.124493,0.187221,0
NEUTRAL,0.224662,0.017816,0.757522,0.206846,0.242478,0,NEUTRAL,0.025672,0.086523,0.887804,-0.060851,0.112196,0
NEUTRAL,0.015266,0.134744,0.84999,-0.119478,0.15001,0,NEUTRAL,0.037419,0.047382,0.9152,-0.009963,0.0848,0
NEUTRAL,0.391628,0.070089,0.538283,0.321539,0.461717,0,NEUTRAL,0.067432,0.04223,0.890338,0.025202,0.109662,0
NEUTRAL,0.07459,0.00616,0.91925,0.068431,0.08075,0,POSITIVE,0.907616,0.006297,0.086086,0.901319,0.913914,1
NEUTRAL,0.011148,0.032173,0.956679,-0.021025,0.043321,0,NEUTRAL,0.313979,0.035113,0.650908,0.278866,0.349092,0
NEUTRAL,0.057889,0.378095,0.564016,-0.320206,0.435984,0,NEUTRAL,0.082114,0.0416,0.876286,0.040515,0.123714,0
NEUTRAL,0.051227,0.045478,0.903295,0.005749,0.096705,0,NEUTRAL,0.116875,0.041599,0.841526,0.075276,0.158474,0
NEUTRAL,0.015103,0.039923,0.944974,-0.02482,0.055026,0,NEUTRAL,0.051202,0.042991,0.905807,0.008211,0.094193,0
NEUTRAL,0.040774,0.015724,0.943502,0.025049,0.056498,0,NEUTRAL,0.04289,0.030915,0.926194,0.011975,0.073806,0
NEUTRAL,0.040503,0.028114,0.931382,0.012389,0.068618,0,NEUTRAL,0.058878,0.035925,0.905197,0.022953,0.094803,0
NEUTRAL,0.137954,0.063636,0.79841,0.074318,0.20159,0,NEUTRAL,0.040521,0.021036,0.938443,0.019485,0.061557,0
NEUTRAL,0.061201,0.219012,0.719787,-0.157811,0.280213,0,NEUTRAL,0.046486,0.032483,0.921031,0.014003,0.078969,0
NEUTRAL,0.03645,0.077878,0.885671,-0.041428,0.114329,0,NEUTRAL,0.059327,0.021776,0.918896,0.037551,0.081104,0
NEUTRAL,0.040987,0.057308,0.901705,-0.01632,0.098295,0,NEUTRAL,0.064992,0.040178,0.89483,0.024814,0.10517,0
NEGATIVE,0.0096,0.900564,0.089836,-0.890964,0.910164,1,NEUTRAL,0.040194,0.017303,0.942503,0.022891,0.057497,0
NEUTRAL,0.050233,0.076976,0.872791,-0.026744,0.127209,0,NEUTRAL,0.099181,0.105902,0.794916,-0.006721,0.205084,0
NEUTRAL,0.045107,0.113423,0.84147,-0.068316,0.15853,0,NEUTRAL,0.093589,0.035794,0.870616,0.057795,0.129384,0
NEUTRAL,0.135134,0.036565,0.828301,0.098569,0.171699,0,NEUTRAL,0.060732,0.082603,0.856665,-0.021871,0.143335,0
NEUTRAL,0.011847,0.022932,0.965221,-0.011085,0.034779,0,NEUTRAL,0.06759,0.023241,0.909169,0.044349,0.090831,0
NEUTRAL,0.048315,0.167529,0.784155,-0.119214,0.215845,0,NEUTRAL,0.044542,0.026327,0.929131,0.018214,0.070869,0
NEUTRAL,0.017467,0.147413,0.83512,-0.129946,0.16488,0,NEUTRAL,0.101244,0.077984,0.820772,0.023259,0.179228,0
NEUTRAL,0.146324,0.074084,0.779592,0.072241,0.220408,0,NEUTRAL,0.103276,0.022388,0.874336,0.080888,0.125664,0
NEGATIVE,0.02248,0.694574,0.282946,-0.672094,0.717054,1,NEUTRAL,0.132796,0.053974,0.813229,0.078822,0.186771,0
NEUTRAL,0.255366,0.128369,0.616265,0.126997,0.383735,0,NEUTRAL,0.087081,0.039016,0.873903,0.048064,0.126097,0
NEUTRAL,0.334025,0.200154,0.465821,0.133871,0.534179,0,NEUTRAL,0.065564,0.07736,0.857075,-0.011796,0.142925,0
NEUTRAL,0.015821,0.046361,0.937818,-0.030539,0.062182,0,NEUTRAL,0.037464,0.019613,0.942923,0.017851,0.057077,0
NEUTRAL,0.334025,0.200154,0.465821,0.133871,0.534179,0,NEUTRAL,0.109044,0.030263,0.860694,0.078781,0.139306,0
NEGATIVE,0.003717,0.91797,0.078313,-0.914253,0.921687,1,NEUTRAL,0.086843,0.119217,0.79394,-0.032375,0.20606,0
NEUTRAL,0.050202,0.155644,0.794154,-0.105442,0.205846,0,NEUTRAL,0.06859,0.045959,0.885451,0.022631,0.114549,0
NEUTRAL,0.080858,0.103251,0.815892,-0.022393,0.184108,0,NEUTRAL,0.056182,0.047926,0.895892,0.008256,0.104108,0
NEGATIVE,0.001169,0.988211,0.01062,-0.987043,0.98938,1,NEUTRAL,0.088356,0.035784,0.875859,0.052572,0.124141,0
NEUTRAL,0.05044,0.170896,0.778664,-0.120456,0.221336,0,NEUTRAL,0.030296,0.031096,0.938607,-0.0008,0.061393,0
NEUTRAL,0.01411,0.246084,0.739806,-0.231975,0.260194,0,NEUTRAL,0.065897,0.059123,0.87498,0.006773,0.12502,0
NEUTRAL,0.061386,0.107679,0.830935,-0.046294,0.169065,0,NEUTRAL,0.060919,0.034187,0.904894,0.026732,0.095106,0
NEGATIVE,0.028247,0.663774,0.307979,-0.635527,0.692021,1,NEUTRAL,0.071206,0.045334,0.88346,0.025872,0.11654,0
NEUTRAL,0.011718,0.016602,0.97168,-0.004884,0.02832,0,NEUTRAL,0.085195,0.192075,0.72273,-0.106881,0.27727,0
NEUTRAL,0.069592,0.042027,0.888381,0.027564,0.111619,0,NEUTRAL,0.054156,0.134037,0.811808,-0.079881,0.188192,0
NEUTRAL,0.057636,0.111055,0.831308,-0.053419,0.168692,0,NEUTRAL,0.065381,0.097243,0.837377,-0.031862,0.162623,0
NEGATIVE,0.025162,0.701471,0.273367,-0.676309,0.726633,1,NEUTRAL,0.036843,0.231283,0.731874,-0.194439,0.268126,0
NEUTRAL,0.025479,0.09787,0.876651,-0.07239,0.123349,0,NEUTRAL,0.083965,0.097137,0.818898,-0.013172,0.181102,0
NEUTRAL,0.027784,0.050322,0.921894,-0.022538,0.078106,0,NEUTRAL,0.045333,0.09409,0.860577,-0.048758,0.139423,0
NEUTRAL,0.049994,0.038626,0.91138,0.011368,0.08862,0,NEUTRAL,0.051098,0.05419,0.894712,-0.003092,0.105288,0
NEUTRAL,0.016994,0.148358,0.834648,-0.131364,0.165352,0,NEUTRAL,0.014782,0.059175,0.926043,-0.044393,0.073957,0
NEUTRAL,0.010579,0.162124,0.827297,-0.151546,0.172703,0,NEUTRAL,0.024565,0.152208,0.823227,-0.127643,0.176773,0
NEUTRAL,0.247133,0.049259,0.703608,0.197874,0.296392,0,NEUTRAL,0.023014,0.040429,0.936557,-0.017415,0.063443,0
POSITIVE,0.531925,0.035274,0.4328,0.496651,0.5672,1,NEUTRAL,0.024455,0.02847,0.947075,-0.004015,0.052925,0
POSITIVE,0.97937,0.003139,0.017491,0.976231,0.982509,1,NEUTRAL,0.016542,0.084529,0.898929,-0.067987,0.101071,0
NEUTRAL,0.418483,0.101653,0.479864,0.31683,0.520136,0,NEUTRAL,0.023951,0.121602,0.854447,-0.097651,0.145553,0
NEUTRAL,0.034245,0.263987,0.701768,-0.229741,0.298232,0,NEUTRAL,0.025113,0.030574,0.944313,-0.00546,0.055687,0
NEUTRAL,0.198324,0.23165,0.570026,-0.033325,0.429974,0,NEUTRAL,0.024983,0.035984,0.939034,-0.011001,0.060966,0
POSITIVE,0.794987,0.009949,0.195065,0.785038,0.804935,1,NEUTRAL,0.01971,0.053664,0.926627,-0.033954,0.073373,0
NEUTRAL,0.110449,0.26899,0.620561,-0.158541,0.379439,0,NEUTRAL,0.020332,0.051785,0.927883,-0.031453,0.072117,0
NEUTRAL,0.141742,0.012411,0.845847,0.129332,0.154153,0,NEUTRAL,0.025095,0.081358,0.893548,-0.056263,0.106452,0
NEUTRAL,0.041999,0.010148,0.947853,0.031852,0.052147,0,NEUTRAL,0.022026,0.026238,0.951736,-0.004213,0.048264,0
NEUTRAL,0.090023,0.026293,0.883684,0.06373,0.116316,0,NEUTRAL,0.10711,0.021523,0.871367,0.085588,0.128633,0
NEGATIVE,0.00903,0.594458,0.396511,-0.585428,0.603489,1,NEUTRAL,0.133436,0.020078,0.846485,0.113358,0.153515,0
NEUTRAL,0.251792,0.007884,0.740324,0.243907,0.259676,0,NEUTRAL,0.141197,0.016133,0.84267,0.125064,0.15733,0
NEUTRAL,0.127481,0.01281,0.859709,0.114672,0.140291,0,NEUTRAL,0.150406,0.017808,0.831787,0.132598,0.168213,0
NEUTRAL,0.217583,0.009225,0.773192,0.208357,0.226808,0,NEUTRAL,0.059985,0.041539,0.898477,0.018446,0.101523,0
NEUTRAL,0.267933,0.108715,0.623352,0.159219,0.376648,0,NEUTRAL,0.102132,0.018276,0.879592,0.083857,0.120408,0
NEUTRAL,0.079621,0.047749,0.87263,0.031873,0.12737,0,NEUTRAL,0.046499,0.039516,0.913985,0.006983,0.086015,0
NEUTRAL,0.046035,0.097574,0.856391,-0.051539,0.143609,0,NEUTRAL,0.048664,0.030233,0.921102,0.018431,0.078898,0
NEUTRAL,0.016508,0.015087,0.968405,0.00142,0.031595,0,NEUTRAL,0.170867,0.024827,0.804306,0.146041,0.195694,0
NEUTRAL,0.015915,0.374912,0.609173,-0.358997,0.390827,0,NEUTRAL,0.090368,0.020061,0.889571,0.070307,0.110429,0
NEUTRAL,0.032072,0.228806,0.739122,-0.196735,0.260878,0,NEUTRAL,0.031159,0.014377,0.954464,0.016783,0.045536,0
NEUTRAL,0.015035,0.419389,0.565576,-0.404353,0.434424,0,NEUTRAL,0.030002,0.027242,0.942756,0.00276,0.057244,0
NEGATIVE,0.010067,0.814092,0.175841,-0.804026,0.824159,1,NEUTRAL,0.014902,0.087391,0.897706,-0.072489,0.102294,0
NEUTRAL,0.018895,0.144559,0.836546,-0.125664,0.163454,0,NEUTRAL,0.022,0.043599,0.934401,-0.0216,0.065599,0
NEUTRAL,0.171458,0.017393,0.81115,0.154065,0.18885,0,NEUTRAL,0.020151,0.023359,0.95649,-0.003208,0.04351,0
NEUTRAL,0.038584,0.062663,0.898753,-0.024079,0.101247,0,NEUTRAL,0.02394,0.036016,0.940044,-0.012076,0.059956,0
NEUTRAL,0.020552,0.188991,0.790457,-0.168439,0.209543,0,NEUTRAL,0.017131,0.037936,0.944933,-0.020805,0.055067,0
NEUTRAL,0.034875,0.079421,0.885704,-0.044545,0.114296,0,NEUTRAL,0.028406,0.050118,0.921476,-0.021712,0.078524,0
NEUTRAL,0.005603,0.23063,0.763767,-0.225027,0.236233,0,NEUTRAL,0.012327,0.049677,0.937996,-0.03735,0.062004,0
NEUTRAL,0.017647,0.029015,0.953338,-0.011367,0.046662,0,NEUTRAL,0.016485,0.048423,0.935092,-0.031937,0.064908,0
NEUTRAL,0.00783,0.041244,0.950926,-0.033413,0.049074,0,NEUTRAL,0.022127,0.031864,0.946008,-0.009737,0.053992,0
NEGATIVE,0.022743,0.652189,0.325068,-0.629446,0.674932,1,NEUTRAL,0.022601,0.042609,0.93479,-0.020008,0.06521,0
NEGATIVE,0.000795,0.986377,0.012828,-0.985582,0.987172,1,NEUTRAL,0.021589,0.046617,0.931794,-0.025028,0.068206,0
NEUTRAL,0.014991,0.028922,0.956088,-0.013931,0.043912,0,NEUTRAL,0.015791,0.098584,0.885625,-0.082793,0.114375,0
NEGATIVE,0.004792,0.779907,0.215301,-0.775114,0.784699,1,NEUTRAL,0.029313,0.039929,0.930758,-0.010616,0.069242,0
NEGATIVE,0.001375,0.966004,0.032621,-0.964628,0.967379,1,NEUTRAL,0.015632,0.027724,0.956644,-0.012091,0.043356,0
NEUTRAL,0.007426,0.036356,0.956218,-0.028929,0.043782,0,NEUTRAL,0.016287,0.021364,0.962349,-0.005078,0.037651,0
NEUTRAL,0.025301,0.096621,0.878078,-0.071319,0.121922,0,NEUTRAL,0.021133,0.032085,0.946782,-0.010952,0.053218,0
NEUTRAL,0.006141,0.017849,0.97601,-0.011708,0.02399,0,NEUTRAL,0.021107,0.038529,0.940364,-0.017423,0.059636,0
NEGATIVE,0.00992,0.507796,0.482284,-0.497876,0.517716,1,NEUTRAL,0.022572,0.039086,0.938342,-0.016514,0.061658,0
NEGATIVE,0.015936,0.541304,0.44276,-0.525368,0.55724,1,NEUTRAL,0.026352,0.03925,0.934398,-0.012898,0.065602,0
NEGATIVE,0.010653,0.75615,0.233196,-0.745497,0.766804,1,NEUTRAL,0.019327,0.077765,0.902908,-0.058438,0.097092,0
NEGATIVE,0.018883,0.819294,0.161823,-0.800411,0.838177,1,NEUTRAL,0.022495,0.051244,0.926261,-0.02875,0.073739,0
NEUTRAL,0.018103,0.017417,0.964479,0.000686,0.035521,0,NEUTRAL,0.028796,0.020235,0.950969,0.008561,0.049031,0
NEGATIVE,0.010433,0.777713,0.211854,-0.76728,0.788146,1,NEUTRAL,0.027527,0.037714,0.934759,-0.010188,0.065241,0
NEUTRAL,0.090046,0.172543,0.737411,-0.082498,0.262589,0,NEUTRAL,0.020884,0.012612,0.966504,0.008272,0.033496,0
NEGATIVE,0.002838,0.970085,0.027077,-0.967247,0.972923,1,NEUTRAL,0.024111,0.031351,0.944538,-0.00724,0.055462,0
NEUTRAL,0.056863,0.1731,0.770037,-0.116237,0.229963,0,NEUTRAL,0.019541,0.080922,0.899536,-0.061381,0.100464,0
NEUTRAL,0.053664,0.144566,0.80177,-0.090902,0.19823,0,NEUTRAL,0.021271,0.049258,0.929471,-0.027987,0.070529,0
POSITIVE,0.586697,0.004919,0.408383,0.581778,0.591617,1,NEUTRAL,0.48298,0.012151,0.50487,0.470829,0.49513,0
NEUTRAL,0.429662,0.004639,0.565699,0.425023,0.434301,0,NEUTRAL,0.127373,0.018479,0.854148,0.108894,0.145852,0
NEUTRAL,0.357664,0.0181,0.624235,0.339564,0.375765,0,NEUTRAL,0.123458,0.01441,0.862132,0.109048,0.137868,0
NEUTRAL,0.134657,0.01914,0.846204,0.115517,0.153796,0,NEUTRAL,0.051414,0.016957,0.931629,0.034458,0.068371,0
NEUTRAL,0.012473,0.087628,0.8999,-0.075155,0.1001,0,NEUTRAL,0.131269,0.011097,0.857634,0.120173,0.142366,0
NEUTRAL,0.015677,0.059468,0.924856,-0.043791,0.075144,0,NEUTRAL,0.13202,0.014881,0.853099,0.11714,0.146901,0
NEUTRAL,0.019931,0.078619,0.901449,-0.058688,0.098551,0,NEUTRAL,0.16618,0.010519,0.8233,0.155661,0.1767,0
NEUTRAL,0.069719,0.025326,0.904955,0.044394,0.095045,0,NEUTRAL,0.081261,0.010838,0.907901,0.070423,0.092099,0
NEUTRAL,0.027347,0.029699,0.942954,-0.002352,0.057046,0,NEUTRAL,0.123429,0.014988,0.861582,0.108441,0.138418,0
NEUTRAL,0.013683,0.026012,0.960305,-0.012329,0.039695,0,NEUTRAL,0.105089,0.017268,0.877643,0.08782,0.122357,0
NEUTRAL,0.03321,0.030014,0.936776,0.003196,0.063224,0,NEUTRAL,0.090643,0.011673,0.897684,0.078971,0.102316,0
NEGATIVE,0.003939,0.761415,0.234646,-0.757476,0.765354,1,NEUTRAL,0.058032,0.016441,0.925527,0.041591,0.074473,0
NEGATIVE,0.01337,0.641765,0.344864,-0.628395,0.655136,1,NEUTRAL,0.007969,0.085667,0.906364,-0.077698,0.093636,0
NEUTRAL,0.023198,0.198523,0.778279,-0.175325,0.221721,0,NEUTRAL,0.009838,0.281526,0.708635,-0.271688,0.291365,0
NEUTRAL,0.010622,0.030001,0.959376,-0.019379,0.040624,0,NEUTRAL,0.009531,0.102544,0.887925,-0.093013,0.112075,0
NEGATIVE,0.012757,0.534782,0.45246,-0.522025,0.54754,1,NEUTRAL,0.009809,0.137347,0.852844,-0.127538,0.147156,0
NEGATIVE,0.006179,0.910887,0.082934,-0.904708,0.917066,1,NEUTRAL,0.013501,0.116256,0.870242,-0.102755,0.129758,0
NEUTRAL,0.064419,0.090346,0.845235,-0.025926,0.154765,0,NEUTRAL,0.021817,0.147623,0.83056,-0.125806,0.16944,0
NEUTRAL,0.140478,0.037959,0.821563,0.102519,0.178437,0,NEGATIVE,0.006243,0.549223,0.444534,-0.54298,0.555466,1
NEGATIVE,0.001557,0.967136,0.031307,-0.96558,0.968693,1,NEUTRAL,0.022471,0.220698,0.756831,-0.198227,0.243169,0
POSITIVE,0.788453,0.037554,0.173993,0.750899,0.826007,1,NEUTRAL,0.013677,0.057719,0.928604,-0.044042,0.071396,0
NEUTRAL,0.005953,0.310364,0.683683,-0.304411,0.316317,0,NEUTRAL,0.008228,0.06971,0.922063,-0.061482,0.077937,0
NEUTRAL,0.018152,0.283881,0.697967,-0.26573,0.302033,0,NEGATIVE,0.01194,0.587352,0.400708,-0.575412,0.599292,1
NEGATIVE,0.003354,0.945805,0.05084,-0.942451,0.94916,1,NEUTRAL,0.013051,0.376242,0.610707,-0.363192,0.389293,0
NEUTRAL,0.040256,0.150574,0.80917,-0.110318,0.19083,0,NEUTRAL,0.016217,0.153419,0.830364,-0.137202,0.169636,0
NEUTRAL,0.008657,0.291087,0.700257,-0.28243,0.299743,0,NEUTRAL,0.011028,0.168713,0.820259,-0.157684,0.179741,0
NEUTRAL,0.048705,0.345153,0.606142,-0.296448,0.393858,0,NEUTRAL,0.020375,0.09076,0.888866,-0.070385,0.111134,0
NEUTRAL,0.042392,0.240795,0.716814,-0.198403,0.283186,0,NEUTRAL,0.008669,0.064584,0.926747,-0.055916,0.073253,0
NEUTRAL,0.009604,0.303796,0.6866,-0.294191,0.3134,0,NEUTRAL,0.010521,0.312363,0.677116,-0.301841,0.322884,0
NEUTRAL,0.014813,0.193969,0.791218,-0.179156,0.208782,0,NEUTRAL,0.010981,0.129999,0.859019,-0.119018,0.140981,0
NEUTRAL,0.020415,0.451101,0.528484,-0.430686,0.471516,0,NEUTRAL,0.014782,0.103123,0.882095,-0.088341,0.117905,0
NEUTRAL,0.227217,0.028041,0.744743,0.199176,0.255257,0,NEUTRAL,0.019046,0.374249,0.606705,-0.355202,0.393295,0
NEUTRAL,0.204622,0.047831,0.747547,0.15679,0.252453,0,NEUTRAL,0.035936,0.163788,0.800276,-0.127852,0.199724,0
NEUTRAL,0.044191,0.446991,0.508818,-0.4028,0.491182,0,NEGATIVE,0.008359,0.616951,0.37469,-0.608592,0.62531,1
NEUTRAL,0.007744,0.139893,0.852363,-0.132149,0.147637,0,NEUTRAL,0.007541,0.307219,0.68524,-0.299677,0.31476,0
NEUTRAL,0.015238,0.099662,0.8851,-0.084423,0.1149,0,NEUTRAL,0.019102,0.215686,0.765211,-0.196584,0.234789,0
NEUTRAL,0.075826,0.094944,0.82923,-0.019118,0.17077,0,NEUTRAL,0.011646,0.156979,0.831376,-0.145333,0.168624,0
NEUTRAL,0.018808,0.301741,0.679451,-0.282933,0.320549,0,NEUTRAL,0.01358,0.09228,0.89414,-0.078699,0.10586,0
NEUTRAL,0.014327,0.059105,0.926568,-0.044778,0.073432,0,NEUTRAL,0.01525,0.012796,0.971954,0.002454,0.028046,0
NEUTRAL,0.071923,0.445492,0.482585,-0.373568,0.517415,0,NEUTRAL,0.049154,0.208261,0.742585,-0.159107,0.257415,0
NEUTRAL,0.027057,0.035142,0.937801,-0.008085,0.062199,0,NEUTRAL,0.051029,0.229709,0.719262,-0.17868,0.280738,0
NEUTRAL,0.023885,0.039763,0.936352,-0.015877,0.063648,0,NEUTRAL,0.027369,0.281026,0.691605,-0.253658,0.308395,0
NEGATIVE,0.002197,0.926943,0.07086,-0.924745,0.92914,1,NEUTRAL,0.037971,0.114346,0.847682,-0.076375,0.152318,0
NEUTRAL,0.018878,0.394199,0.586923,-0.375321,0.413077,0,NEUTRAL,0.029869,0.430384,0.539748,-0.400515,0.460252,0
