Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,needs_review,dup_of_existing
2003,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,Den ekologiska utvecklingen av Motala ström samt dess förutsättningar,,"I denna studie har utveckling av sportfisket i Motala ström, den del som rinner genom Norrköpings centralort, studerats. Det finns i dag hinder för fisken som gör att den inte kommer upp till sina forna lek- och uppväxtplatser. Motala ström avvattnar Vättern vid utloppet i Motala och fortsätter sedan österut mot Bråviken. Strömfårans fall genom Norrköping är betydande och i naturligt tillstånd består av den av strömmande vatten. De nedre delarna av Motala ström och anslutande delar av Bråviken lämnar en särskilt gynnsam miljö för laxartade fiskar. Fisket i Motala ström har pågått i flera hundra år men i början av 1900-talet försvann den vilda populationen på grund av föroreningar och en hård reglering av strömmen. I dag finns det två kraftverk som har större kapacitet än någon av de tidigare. Kraftverken producerar varje år 122 GWh eller lika mycket ström som går åt för att förse Norrköping med hushållsel. När man talar om tvister mellan olika intressen och när denna konflikt handlar om en naturresurs, kommer man lätt in på etiska och moraliska frågor. Det finns en gren av etiken som hanterar miljöetiska frågor. Denna gren har två olika huvudinriktningar kopplade till hur de ser på förhållandet mellan människan och naturen. Det gäller antropocentrism, som hävdar att bara människor har ett inneboende värde. Medan icke- antropocentrister anser att det finns varelser förutom människan som har ett instrumentellt värde. I fallet med Motala ström och dess flöde genom Norrköping är det framförallt tre olika intressen som agerar mot varandra. Jag har koncentrerat mig på att göra intervjuer med representanter från dessa intressegrupper och försöka få en uppfattning om hur de ser på saken. Intervjuerna har varit öppna och de inledande frågor har varit samma för alla informanterna. Jag har även tagit del av de vattenhushållningsbestämmelser som gäller för Motala ström och den del som rinner genom Norrköping samt andra dokument för att få en uppfattning om de tvister som finns kring Motala ströms passage genom Norrköping. Resultaten från studien visar att vattenkraften i Motala ström kommer att brukas som elproducent under lång tid. Det skulle kosta för mycket pengar att ändra vattenflöden så att en självreproduktion av fisk kan ske, och det har varken kommunen eller kraftbolaget råd med. Det ökade vattenflödena som en planerad självreproduktion skulle innebära, kan även påverka kulturmiljön och de estetiska värdena på ett oönskat sätt. I denna studie har jag kommit fram till att det inte går att både ha en vacker och en levande stad. I alla fall inte om man ska följa de lagar som är uppsatta. Det finns vattenflödesbestämmelser och det finns miniminivåer för vattnet. Dessa är reglerade av lagar och de är svåra att ändra på.",,"Interdisciplinary studies, Sportfiske, vattenkraft, miljöetik, intressekonflikter",,,1,0,1
2002,Independent thesis Basic level (degree of Bachelor)Student thesis,Evaluering av neurala nätverk för en fotbollsspelande mobil robot.,,"Detta examensarbete behandlar ett experiment som Tom Smith utförde vid sitt magisterarbete, att utveckla en Kheperarobot som ska utföra en fotbollsuppgift av enklare modell. Dock koncentrerar sig detta arbete mer på en evaluering av artificiella neurala nätverk för detta problem. De olika typerna av ANN-arkitekturer som har använts till detta arbete är förutom Tom Smiths, baserade på arkitekturer från en artikel skriven av Stefano Nolfi. De resultat som har uppnåtts visar att precis som i Stefano Nolfis artikel är det en arkitektur med ""spontan modularitet"" som visar sig fungera bäst av de arkitekturer som undersökts, även till detta problem.",,"Evolutionär robotik, Kheperafotboll, YAKS, Robotsimulering.",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Stickrädsla- En kvalitativ studie om sjuksköterskans omvårdnad av patienter med stickrädsla,,"Forskning kring omvårdnad av patienter med stickrädsla är i det närmaste obefintlig. Syftet med denna studie var därför att undersöka sjuksköterskans erfarenheter av omvårdnad vid stickrädsla. En empirisk studie med kvalitativ ansats genomfördes. Datainsamlingen skedde med hjälp av nio semistrukturerade intervjuer med legitimerade sjuksköterskor. Analysmetoden som användes inspirerades av en kvalitativ innehållsanalys. Resultatet visade att stickrädslan tog sig uttryck genom kroppsliga reaktioner, olika beteenden samt specifika önskemål kring behandling. De omvårdnadsåtgärder som kunde underlätta var sjuksköterskans bemötande samt agerande. Stödjande faktorer visade sig vara personliga kvaliteter hos sjuksköterskan, arbetsplatsen, stickhjälp, tidsfaktorn och socialt stöd. De hindrande faktorerna som framkom var sjuksköterskan som profession, stress, avdelningen och patienten. För en bättre omvårdnad av patienter med stickrädsla krävs kunskap kring stickrädslans uttryck och åtgärder, vilket bör tydliggöras i sjuksköterskans grundutbildning.",,"Intervju, Omvårdnad, Patient, Stickrädsla, Sjuksköterska",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Frivillig information i delårsrapporter: Förekomsten av frivilligt offentliggjord information i delårsrapporter hos tio aktiebolag noterade på OMX Stockholmsbörsen.,,"Inom det marknadsekonomiska systemet spelar finansmarknaden den centrala rollen när det gäller att allokera finansiella resurser. På en mogen finansmarknad finns det oberoende aktörer som hjälper till att bestämma värdet på en idé. De hjälper på så sätt entreprenörerna att finna de finansiella resurserna och investerarna att hitta de rätta idéerna. Grundläggande för bestämmande av värdet är information. För börsnoterade företag är de två huvudsakliga medlen för informationsförmedling årsredovisningar och delårsrapporter. Uppsatsen syftar till att, ur ett marknadsperspektiv, undersöka i vilken utsträckning företag lämnar frivillig information i delårsrapporter samt att med utgångspunkt i detta undersöka om nuvarande reglering av delårsrapportering bör utvidgas. Studien omfattar tio företag från fem olika branscher, där varje bransch representeras av två företag av olika storlek. Alla företagen är noterade på OMX Stockholmsbörsen. Studien inleds med en redogörelse för de lagar och övrig reglering som finns kring delårsrapportering. Utifrån denna görs sedan en systematisk genomgång av företagens delårsrapporter och den frivilliga informationen urskiljs och systematiseras. Därefter redogörs för analytikers synpunkter kring den frivilliga information som studien resulterat i. Detta leder fram till en uppfattning kring huruvida regleringen bör utvidgas. Grundläggande för regleringen av noterade företags delårsrapporter är den svenska lagstiftningen och EU:s föreskrifter. Dessa två är till stor del en ramlagstiftning och förutsätter en stark normgivning och självreglering från marknadens aktörer. Denna självreglering sker genom ett flertal organ, där OMX Stockholmsbörsen med sitt noteringsavtal utgör en central del. Resultatet av studien visar också att det är mycket vanligt att företag väljer att tillkännage information frivilligt i delårsrapporter. Generellt sett visar studien att frivillig information främst utgörs av framåtriktad information, flertalet nyckeltal samt utförligare jämförelseuppgifter. Denna information anser även analytiker vara viktig. Regleringen kring delårsrapportering har visat sig vara omfattande, det har dock påvisats ett visst utrymme för utvidgning och denna bör enligt vår mening ske genom självreglering.",,"Företagsekonomi, redovisning, rapportering, delårsrapport, kvartalsrapport, aktiebolag",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hp",Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,,"Detta examensarbete är utfört vid Portsystem 2000 AB i Habo som är en tillverkare av portsystem, däribland dockningssystem och garageportar. Bakgrunden till examensarbetet är att Portsystem anser sig ha problem med uppföljningen av efterkalkyler. Målet och syftet med arbetet är att undersöka och beskriva det befintliga tillvägagångssättet vid uppföljningsarbetet av tidsåtgången i produktionen samt ge förslag till förbättringar med utgångspunkt från vald litteratur inom området. Examensarbetet behandlar områdena informationssystem, kvalitet, processer och kalkylering. Metoder som använts är huvudsakligen semistrukturerade intervjuer och en mindre kvantitativ undersökning. Resultaten från undersökningen visar att Portsystem har brister inom följande områden: • Kommunikation mellan informationssystemets olika delar • Formulerade rutiner för avvikelsehantering • Kartläggning av orsaker till avvikelser • Pålitlighet i informationssystemet Våra slutsatser är att Portsystem först och främst behöver lägga resurser på att göra en omfattande revidering av tidsåtgången för de artiklar där efterkalkyler redan finns arkiverade. De bör även se över möjligheterna att få Scala och System Andersson att kommunicera med varandra, vilket skulle underlätta uppföljningen. Kanske är det motiverat att byta affärssystem. Vi anser att man genom enkla frekventa beräkningar kan förbättra precisionen i förkalkylen. Ytterligare en slutsats är att de urskiljbara orsakerna till avvikelse borde undersökas närmare och tas med i planeringen.",,"Förkalkyl, uppföljning, affärssystem, process, efterkalkyl, kvalitet, informationssystem",,,1,0,1
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,En jämförelse av olika kommunikationstekniker och systemarkitekturiska lösningar vid uppbyggnad av nätverk i naturen.,,"Att konstruera ett tidtagningssystem för enduro i skogen leder till flera frågor som måste undersökas och besvaras. Vilken kommunikationsteknik ska användas och vilken systemarkitekturisk lösning passar bäst? Att dra kabel ute i skogen är ett bra sätt att lösa det kommunikationstekniska problemet, lösningen är säker och relativt billig. Visst påverkas priset av distansen mellan olika klienter ute i skogen, men alla positiva egenskaper hos tekniken gör denna kostnad värd sitt pris. De geografiska variationer som kan finnas är de som kan spela ut de övriga teknikerna i form av stabilitet. En snabb resultatförmedling kräver ett system som har en väl uppbyggd systemarkitektur. Vid tidtagning kommer data i form av tider skickas från klienterna direkt till huvudservern, ingen mellanlagring sker utan data lagras centralt vilket förespråkas i IRM. Dessutom kommer ingen redundans att accepteras, vilket även det förespråkas av IRM. Det finns även flera andra parametrar som väger för att välja IRM, vilket är det som rekommenderas utifrån den analys som gjorts i denna uppsats.",,"Kommunikationsteknik, Systemarkitektur, GPRS, GSM, WLAN, LAN, TP-kabel, VBS, IRM, PAKS",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Slöja i skolan?,,"I denna uppsats utreder jag hur inställningen var till ett förbud mot slöja i de svenska skolorna. Uppsatsen syftar till att undersöka vilka tankar och inställningar som framkom i Sverige bland skolledningar, politiker och ungdomar med utländskbakgrund under åren 2003 till 2005. Uppsatsen syftar även till att se till vilka eventuella skillnader som finns mellan Sverige och Frankrike, där debatten om slöjan startade redan under slutet av 1980 talet och där man sedan 2004 genom lag har förbjudit slöja i de statliga skolorna. Uppsatsen bygger på en hermeneutisk metod och med hjälp av politiska dokument, debattartiklar och forskning om ungdomarnas inställningar till slöjan i de svenska skolorna, har jag genom min textanalys och tolkning nått mitt syfte. Resultatet av undersökningen visar att inställningen för ett förbud mot slöja i skolorna var väldigt svagt i Sverige. Individens frihet betonades mycket, men elevernas situation kom ändå under tidsperioden att ändras genom en ny diskrimineringslag.",,,,,1,0,1
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Bekgrund: Tidigare studier visar att preoperativ information är viktigt för patienterna. Via informationen reduceras ångest och oro. Studierna har tagit upp vad patienterna vill ha med i sin information och hur vårdaren ska ge informationen. Ingen av studierna har med djupare förståelse beskrivit hur patienterna upplever den preoperativa informationen. Syfte: Syftet med studien var att belysa informationens betydelse ur patientens perspektiv i den preoperativa vården. Metod: Litteraturstudien byggde på sju artiklar, varav fem med kvalitativ forskningsansats och två med kvantitativ ansats. Studierna granskades och analyserades enligt Graneheim och Lundmans (2003) analys modell, med avsikt att komma fram till olika kategorier/subgrupper. Sju subkategorier framkom och delades in efter samhörighet till två kategorier. Resultat: Preoperativ information och sättet att delge den visade sig vara av stor vikt gör patienterna. De upplevde större delaktighet i sin vård. Komplikationerna minskade postoperativt och sjukhusvistelserna kortades ner. Vid det första mötet mellan vårdare och patient skapades både tillit och kontinuitet, det visade vara av stor vikt för dem. Patienterna upplevde en större trygghet när tid togs till preoperativ information. Diskussion: Patienterna tyckte att den preoperativa informationen var minst lika viktigt som bemötandet vid informationstillfället. Informationen måste vara anpassad till patienterna och delges på ett sätt som passar dem. Patienterna tyckte att det var viktigt när vårdaren i sitt bemötande var lugn och förtroendegivande.",,"Preoperativ vård, preoperativ utbildning, preoperativ information, oro, stress",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,You´ve got m@il: en studie om sambandet mellan e-post och effektiv kommunikation i en IT-intensiv organisation,,"Användningen av elektroniska kommunikationsmedel ökar ständigt och många organisationer byggersin verksamhet på ett starkt informationsberoende. Verksamheterna har blivit allt mer informationsbaserade och informationsteknologin är en oumbärlig del för organisationers infrastrukturer. Därför är utgångspunkten för denna studie att utveckla ny kunskap om hur individer uppfattar effektiv kommunikation i en IT-intensiv organisation. Arbetet undersöker även aspekter som medverkar eller motverkar den upplevda effektiviteten vid användandet av e-post i IT-intensiva organisationer och hur e-post kombineras med andra kommunikationsverktyg för att uppnå önskad effektivitet. Den empiriska grunden till studien är en organisation, där tio kvalitativa intervjuer gjorts. Studien har hermeneutisk inriktning eftersom den bygger på informanternas tolkningar, uppfattningar och åsikter. Arbetet undersöker empirisk data, intervjuer, vilket har mynnat ut i ett resultat, vilket är ett induktivt förhållningssätt. Vid intervjutillfällena har gruppmedlemmarnas intention varit att få så mycket information som möjligt, om organisationen och deras arbetssätt med elektroniska kommunikationsmedel för att sedan behandla det mest relevanta. Studiens resultat påvisar att e-post är ett väsentligt arbetsredskap och ett villkor för effektiv kommunikation i en IT-intensiv organisation. E-post kan ses som en del av en stor verktygslåda där olika verktyg kompletterar varandra. Det är medarbetaren själv som väljer vilket verktyg som är mest lämpat i olika situationer. Resultatet visar även att informations- och uppgiftsmängden ständigt ökar med den elektroniska kommunikationen. Vilket leder till tyngre arbetsbörda och stress för medarbetarna.",,"Systemteknik, Kommunikation, e-post, effektivitet, Microsoft, MSN, Internet, Intranät, IT-intensiv, organisation, elektronisk kommunikation, stress, arbetsbörda, verktygskombination, Kerfi AB",,,1,0,1
2005,Independent thesis Basic level (degree of Bachelor)Student thesis,"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Varje år får allt fler män diagnosen prostatacancer och behandlas för sjukdomen. Detta innebär också att fler män drabbas av de biverkningar som behandlingen kan medföra. Impotens ar en vanlig biverkning. Syftet med studien var att belysa hur den förändrade sexualiteten i samband med behandling av prostatacancer kan påverka mannens självbild och relationer. Metoden som använts var litteraturstudie. Resultatet visar, att förlorad potens påverkar mannens välbefinnande eller lidande gällande sexualitet. Dessa förändringar leder ofta till att mannens självbild och identitet tar skada. Detta påverkar i sin tur mannens relation med sin partner och andra. I diskussionen framkommer vikten av sjuksköterskans förståelse samt bemötande av dessa ofta äldre män, då sexualitet fortfarande ar ett tabubelagt område för dem. En tänkbar omvårdnadsintervention är att använda sig av PLISSIT-modellen.",,"prostatacancer, impotens, erektil dysfunktion, omvårdnad, livskvalitet",,,1,0,0
2002,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",,"Rapporten huvudsyfte är att beskriva hur vi genom användning av språk och kommunikation har kunnat tillgodose våra användares krav på ett ärendehanteringssystem, samt på vilket sätt vi har använt artefakter för att kommunicera. Vi kommer att beskriva olika delar av projektet där språk och kommunikation har haft centrala ""roller"" och visat sig ha olika betydelse beroende på de personer som medverkar och i vilken miljö situationen har utspelat sig. Rapporten behandlar även hur resultatet av ovanstående har lett oss in i en utvecklingsprocess där vi försökt tillgodose användarens krav på bästa sätt. Vi kommer också att beskriva de kända och tidigare okända metoder som vi använt oss av för att uppnå vår målsättning, att överlämna en första prototyp av ett ärendehanteringssystem.",,"systemutveckling, designprocess, användare, befintligt system, språk, kommunikation genom artefakter och arbete i grupp",,,1,0,0
2005,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Bakgrund: Mycket tyder på att massage har förekommit i många kulturer under flera århundranden. tidigare forskning visar att råttor som blev strukna på magen eller ryggen blev lugnare och fick lägre blodtryck som följd. Syfte: Syftet med studien var att belysa om terapeutisk fysisk beröring har någon effekt för människors välbefinnande. Metod: En litteraturstudie som bygger på nio artiklar. Artiklarnas resultat analyserades med hjälp av Graneheim & Lundmans innehållsanalysmetod. Detta resulterade i tio subkategorier och tre kategorier. Resultat: I flera fall uppgav testpersonerna att deras smärta, oro och ångest lindrades. Resultatet visade att massage hade sänkande effekt på blodtryck och visade även att vårdtiden förkortades samt att läkemedelsförbrukningen minskade. Diskussion: I de fall där man inte fann några konkreta fysiska förbättringar uppgav likväl testpersonerna att de tyckte att massage var skönt och avslappnande.",,"massage, välbefinnande, smärta, terapeutisk beröring, oxytocin, oro, ångest, blodtryck",,,1,0,0
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,,"Den nuvarande svenska regleringen beträffande det straffrättsliga ansvaret för psykiskt störda lagöverträdare är i ett internationellt perspektiv unik. I svensk gällande rätt är psykiskt störda människor ansvariga för sina handlingar i den meningen att de inte frikänns utan kan dömas till påföljder. Det är 30:6 BrB som reglerar den straffrättsliga särbehandlingen, som har flyttats från ansvarsledet till påföljdsledet, genom ett fängelseförbud för allvarligt psykiskt störda gärningsmän. I vissa, inte alldeles ovanliga, fall kan gärningsmannen ha begått brottet under en kortvarig men allvarlig psykisk störning, här kallad ”kortvarig psykos”. När han då vid domstillfället har tillfrisknat och befinner sig i ett normalt psykiskt tillstånd uppstår problem. Domstolen ska med hjälp av läkarutlåtande (§7-intyg) eller utlåtande från socialstyrelsens rättsliga råd (RPU) avgöra huruvida en kortvarig psykos faktiskt förelåg och om gärningsmannen då ska vara fri från påföljd. Denna situation kompliceras ytterligare när gärningsmannen genom eget vållande har försatt sig i det sinnestillståndet. Denna typ av psykoser är vanligtvis rusutlösta. Studien undersöker gällande rätt med avsikten att utreda de psykiskt störda lagöverträdarnas straffansvar, med fokus på påföljdsfrågan i valet mellan fängelse och rättpsykiatrisk vård. Tonvikten ligger på de gärningsmän som lidit av en kortvarig psykos. Det framkommer att lagen ger ett alltför stort utrymme för tolkning när det handlar om huruvida gärningsmän med kortvariga psykoser ska gå fria från påföljd eller inte. Ett antal rättsfall refereras i syfte att på ett enkelt sätt illustrera problemet. Studien undersöker även om Psykansvarkommitténs betänkande framlagt en tillfredställande lösning på det nämnda problemet varefter en konklusion följer.",,"Rättsvetenskap, offentlig rätt, tvångsvård, psykisk störning",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,,"Det moderna arbetslivet präglas av att nya krav ställs på individen. En förståelse för vilka dessa krav är och framför allt hur individen kan hantera dessa och vilka psykologiska förmågor som individen behöver är inte så väl undersökt i Sverige. Syftet med detta arbete är därför att ta reda på vilka psykologiska förmågor som krävs för att hantera kraven i det moderna arbetslivet. Som metod för att undersöka detta gjordes en litteraturstudie av forskning kring det moderna arbetslivets krav och resultaten analyserades utifrån ett utvecklingspsykologiskt perspektiv baserade på Kegans teorier om vuxnas utveckling. Resultaten visar på att det moderna arbetslivet ställer krav på att vi kan utforma, själva ta initiativ och styra vårt arbete. Individen måste själv kunna skapa en rågång i sitt liv mellan arbete, privatliv och normsystem och kunna ta ansvar för sitt välmående på och utanför arbetet, inneha social och situationsanpassad kompetens och till sist kunna se sin del i ett större perspektiv. Detta ställer krav på individen att minst ha en självförvaltande kompetens vilket innebär en utvecklingsnivå enligt Kegans teorier på minst steg 4, ett så kallat livsförfattande förhållningssätt. Det är först på denna nivå individen har möjlighet att aktivt och självständigt skapa, utforma och ta ansvar för sitt liv.",,"Moderna arbetslivet, Vuxenutveckling, Arbetslivets krav",,,1,0,1
2003,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Har Försvarsmakten behov av simuleringssystem för logistik? Swedish National Defence College.,,"Försvarsmaktens nya inriktning med förskjutning från invasionsförsvar till insatsförsvar samt Sverigesökande internationella engagemang kräver en försvarsmakt som aktivt kan utnyttjas som ett säkerhetspolitiskt instrument.Detta ställer krav på att Försvarsmakten flexibelt kan genomföra insatser med kort varsel vid såväl nationell sominternationell konflikthantering. För att genomföra det krävs ett fokuserat stöd i form av snabb och flexibel logistik. Detmilitära försvarets agerande skall präglas av manövertänkande vilket innebär att logistikresurserna bör utformas så att destridande enheternas manöverförmåga vidmakthålls och helst förstärks av ett robust och dynamiskt logistiksystem. Ett sättatt stödja den utvecklingen kan vara att använda simuleringssystem i större omfattning.Uppsatsen syfte är att undersöka vilket behov av simuleringssystem för logistik som Försvarsmakten har samt att studeravilka befintliga system som är användbara i framtiden. Kvalitativa intervjuer och litteraturstudier utgör källmaterialet föruppsatsen. Metoden som använts i studien utgörs av konstruktion av hypoteser samt prövning av dessa.Uppsatsens resultat pekar på att det finns ett stort behov av simuleringssystem för logistik inom Försvarsmakten men attdet råder osäkerhet om vilka områden som är viktigast att simulera. Detta kan bero på att Försvarsmakten inte har enlogistikdoktrin och att begreppet logistik inte ännu är klart definierat. Försvarsmaktens uppföljning av tillgängliga resursermåste förbättras för att ge ett bra underlag till ett simuleringssystem. Det finns en risk att en kritisk sårbarhet uppstår förFörsvarsmakten om ett simuleringssystem används för att minska tillgängliga logistikresurser på grund av fredsrationalitetoch minskade anslag. Befintliga simuleringssystem inom logistik är antingen föråldrade eller är på väg att bli omodernainom några år. Ett nytt system bör vara försvarsgrensgemensamt och bygga på en struktur med system av system fråntaktisk till strategisk nivå. Systemet behöver vara interoperabelt med civila leverantörers system och internationellaorganisationers som FN, NATO och EU. Det bör undersökas i vilken utsträckning civila system kan användas.",,"Logistik, Simulering, Manöverkrigföring, Uppsatser, Chefsprogrammet, Chefsprogrammet 2001-2003",,,1,0,0
2000,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",En undersökning om perspektivet på Islam i tre nyhetsprogram,,"Utgångspunkten för min studie har varit att se på ur vilket perspektiv Islam behandlas i tre västerländska nyhetskanaler eller nyhetsprogram. De tre undersökta nyhetskanalerna har varit Euronews, Aktuellt och TV4s nyheter. Undersökningen har gjorts under mars månad år 2000. Ett nyhetsprogram från var och en av de tre kanalerna spelades in varje dag. För att en korrekt tolkning skall ha varit möjlig har jag vidare studerat en mängd litteratur. En del har behandlat vad Islam är, medan annan litteratur behandlat hur media använder olika stereotyper och schablonsbilder när de skall beskriva ett nyhetsfenomen. När det gäller mediabilden så förekommer det i arbetet en separat punkt som just behandlar media och dess bilder av verkligheten. En annan kompletterande litteratur har rört ämnet ""orientalism"" vilket kan beskrivas som ett specifikt sätt att beskriva Orienten på. Detta har föranlett att en separat punkt med ämnet ""orientalism"" finns i mitt arbete. Vidare innehåller arbetet en enkätundersökning utförd på Högskolan i Gävle 000828. I enkäten frågas om olika ords värdeladdning. Nästan samtliga ord som förekom i enkäten har en anknytning till ett islamiskt sammanhang.",,"islam, nyhetsrapportering, orientalism, tendentiös, diskriminering, kulturmöten, mediaforskning, nyhetsprogram",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Hur utvecklas familjehemsvården vidare?: sikta mot något nytt och okänt eller använda gamla rutiner?,,"Syftet med uppsatsen var att undersöka socialsekreterarnas arbete med att följa upp det familjehemsplacerade barnet, vårdnadshavarna och familjehemmet. För att besvara undersökningens syfte användes kvalitativ metod. Studien grundade sig på intervjuer med fyra barnhandläggare och fyra familjehemsekreterare som arbetar inom åtta olika kommuner. I tidigare forskning framkom att socialtjänsten brister i sin uppföljning av det familjehemsplacerade barnet, vårdnadshavarna och familjehemmet. För att understryka socialnämndens ansvar under pågående familjehemsplacering har regeringen infört detaljerade bestämmelser i 5 kap 1b § Socialtjänstförordningen. Litteraturen som ingår i studien redogör dels för handlingsutrymmet som existerar inom socialsekreterarnas arbete och hjälper till att få en djupare förståelse för kontexten inom organisationen. Tolkningsramen innefattas även av den diskussion som förs angående socialsekreterarnas kompetens inom uppföljningsarbete. Resultatet från intervjuerna visade att socialsekreterarna i varierande omfattning utför det uppföljningsarbete som lagen föreskriver men att i socialförvaltningarnas organisationer prioriteras inte uppföljningsarbetet. Respondenterna i studien anser sig ha bristande kompetens och att de har svårt att se sitt eget handlingsutrymme i uppföljningsarbetet.",,"familjehemsvård, stöd, socialtjänstlagen, organisation, socialsekreterarnas kompetens, uppföljnin",,,1,0,0
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell.,,"Det finns idag många olika sätt att benämna och utföra utvecklingssamtal. En av de samtalsmodeller som den senaste tiden nått framgång inom området är Amforas Samtalsmodell Komfortgränsen(R). Denna studie är en beskrivning av hur medarbetare upplever utvecklingssamtal som förs i grupp enligt ovan samtalsmodell samt vilka effekter av gruppdialogen som erfars. Sju halvstrukturerade intervjuer genomfördes, tolkades och bearbetades enligt ett induktivt tematiskt analyssätt. Medarbetarna beskrev tre övergripande delar: gruppdynamiken och processen, effekter av gruppdialogen och gruppdialogens effekt på organisationen. Några av de saker som framkom i ovanstående delar var att gruppdialogen har positiva effekter på beslutsprocessen i organisationen samt vid förändringsarbeten. Samtliga resultat överensstämde med den tidigare knapphändiga forskningen och visar på behovet av att framöver kunna öka denna för att förbättra arbetsprestationer och arbetstrivsel för medarbetare i organisationerna.",,"gruppdialog, Amfora, samtalsmodell, Komfortgräns",,,1,0,1
2005,Independent thesis Basic level (degree of Bachelor)Student thesis,Daglig fysisk aktivitet för elever – en utmaning för alla lärare i grundskolan,,"I detta arbete tas det del av hur uppfattningen till daglig fysisk aktivitet är bland lärarna ute på fältet. Syftet var att undersöka vad lärarna på stadier 7-9 har för inställning till fysisk aktivitet, hur de använder sig av det i sin undervisning samt vad de gör för att påverka detta. Vi tar även allmänt upp betydelsen av fysisk aktivitet och visar på vad fysisk inaktivitet kan leda till. Vad som framkommit under arbetets gång är att elevers fysiska aktivitet har minskat. Skolan har därför en viktig roll då det gäller att aktivera barn och ungdomar. Undersökningen har genomförts på en högstadieskola, på en mindre ort i Skåne. Genom att använda kvalitativ undersökningsmetod och har 12 stycken lärare intervjuats. Syftet med intervjuerna var att ta reda på hur dessa lärares inställning var till fysisk aktivitet och hur de arbetar för att ge eleverna möjlighet till fysisk aktivitet inom ramen av skoldagen. Resultatet visade att samtliga lärare på den undersökta skolan var positivt inställda till fysisk aktivitet, men över lag var de inte villiga att få in det på sina lektioner. Ett resultat av intervjuerna visar att skolan bör arbeta för att skapa bättre möjligheter för fysisk aktivitet genom att uppmuntra till daglig rörelse.",,"rörelse, utevistelse, skolgård, skola och fritidshem",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Gymnasiematematik på distans: Varför så många avbryter sina distansstudier i matematik,,"Syftet med studien är att undersöka varför det är så många distansstudenter som avbryter sina distansstudier i matematik. Distansutbildning (DU) är en studieform i stark frammarsch. Nyckelorden för en lyckad DU är bland annat flexibilitet och individanpassning. Medan flexibiliteten framförallt ökar tillgängligheten står individanpassningen som garant för en god lärsituation. Faktorer som i hög grad påverkar DU och genomströmningen är studiemotiv, artefakter och hur det sociala sammanhanget upplevs. Jag har i min undersökning samlat in data med hjälp av kvalitativa intervjuer och dessutom granskat distansupplägget som eleverna på den aktuella skolan haft. Urvalsgruppen består av fem stycken elever i olika åldersgrupper som redan klarat av halva kursen. Även analysen har skett med en kvalitativ ansats. I den aktuella studien kan man se att många av de riskfaktorer som tros ligga bakom många avhopp även föreligger här med det aktuella studieupplägget.",,"distansutbildning, matematik, genomströmning, lärstil, socialt sammanhang, andragogik",,,1,0,1
